,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,JLK Consulting Oy,23.11.2015,
1,Y-tunnus,2723348-8,,
2,Kotipaikka,Helsinki,23.11.2015,
3,Yritysmuoto,Osakeyhtiö,23.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.11.2015,,
6,Viimeisin rekisteröintiajankohta,27.05.2020,27.05.2020,
7,Yrityksen tiedot järjestelmässä alkaen,23.11.2015,,
8,Yrityksen tila,Rekisterissä,23.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,22.02.2023,
12,Postiosoite,Perintökaarentie 19  00690  Helsinki  Suomi,,
13,Käyntiosoite,Perintökaarentie 19  00690  Helsinki  Suomi,,
