,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennusliike Holmberg Oy,31.12.2015,
1,Y-tunnus,2732348-3,,
2,Kotipaikka,Inari,31.12.2015,
3,Yritysmuoto,Osakeyhtiö,31.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.12.2015,,
6,Viimeisin rekisteröintiajankohta,10.08.2022,10.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.12.2015,,
8,Yrityksen tila,Rekisterissä,31.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,16.12.2015,
12,Postiosoite,Hukkalantontie 14  99800  Ivalo  Suomi,,
13,Puhelin,050 3100922,,
