,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rasavi Oy,02.07.2015,
1,Y-tunnus,2694239-7,,
2,Kotipaikka,Kouvola,02.07.2015,
3,Yritysmuoto,Osakeyhtiö,02.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.07.2015,,
6,Viimeisin rekisteröintiajankohta,20.04.2022,20.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.07.2015,,
8,Yrityksen tila,Rekisterissä,02.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,24.05.2020,
12,Postiosoite,Myllymäentie 10 B 12  16300  Orimattila  Suomi,,
13,Käyntiosoite,Myllymäentie 10 B 12  16300  Orimattila  Suomi,,
