,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hormister Oy,26.04.2016,
1,Y-tunnus,2725441-4,,
2,Kotipaikka,Turku,16.12.2015,
3,Yritysmuoto,Osakeyhtiö,16.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.12.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2022,13.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.12.2015,,
8,Yrityksen tila,Rekisterissä,16.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,05.05.2020,
12,Postiosoite,c/o Riku Mäkelä  Välikuja 4  20660  Littoinen  Suomi,,
13,Käyntiosoite,c/o Riku Mäkelä  Välikuja 4  20660  Littoinen  Suomi,,
14,Www,http://www.hormister.fi,,
