,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kotipalvelu HopiaHelmi Oy,29.05.2015,
1,Y-tunnus,2691433-7,,
2,Kotipaikka,Kemijärvi,29.05.2015,
3,Yritysmuoto,Osakeyhtiö,29.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.05.2015,,
6,Viimeisin rekisteröintiajankohta,19.07.2022,19.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.05.2015,,
8,Yrityksen tila,Rekisterissä,29.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,29.03.2023,
12,Postiosoite,Hallituskatu 1 L 1  98100  Kemijärvi  Suomi,,
13,Käyntiosoite,Hallituskatu 1 L 1  98100  Kemijärvi  Suomi,,
