,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rovaniemen Logistiikkapalvelut OY,11.05.2015,
1,Y-tunnus,2687052-2,,
2,Kotipaikka,Rovaniemi,11.05.2015,
3,Yritysmuoto,Osakeyhtiö,11.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.05.2015,,
6,Viimeisin rekisteröintiajankohta,12.10.2021,12.10.2021,
7,Yrityksen tiedot järjestelmässä alkaen,11.05.2015,,
8,Yrityksen tila,Rekisterissä,11.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.05.2020,
11,Yhteystiedot,,10.01.2021,
12,Postiosoite,Sodankyläntie 1074  96900  Saarenkylä  Suomi,,
13,Puhelin,"0407234936, 0407234936",,
14,Sähköposti,posti(a)rovaniemenlogistiikkapalvelut.fi,,
