,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vitalitas Investments Oy,13.11.2015,
1,Y-tunnus,2724063-7,,
2,Kotipaikka,Tampere,13.11.2015,
3,Yritysmuoto,Osakeyhtiö,13.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.11.2015,,
6,Viimeisin rekisteröintiajankohta,16.12.2022,16.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.11.2015,,
8,Yrityksen tila,Rekisterissä,13.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.05.2020,
11,Yhteystiedot,,29.08.2019,
12,Postiosoite,Niittyläntie 5  00620  Helsinki  Suomi,,
13,Käyntiosoite,Läkkisepänkuja 6  00620  Helsinki  Suomi,,
14,Puhelin,0404861198,,
