,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Koillismaan autopalvelu Oy,03.12.2015,
1,Y-tunnus,2727822-1,,
2,Kotipaikka,Taivalkoski,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,11.01.2023,11.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.06.2020,
11,Yhteystiedot,,03.12.2015,
12,Postiosoite,Jokijärventie 12b  93400  Taivalkoski  Suomi,,
13,Käyntiosoite,Haaraniementie 11  93400  Taivalkoski  Suomi,,
