,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Salon Matkatoimisto Oy,11.11.2015,
1,Y-tunnus,2722655-2,,
2,Kotipaikka,Salo,11.11.2015,
3,Yritysmuoto,Osakeyhtiö,11.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.11.2015,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.11.2015,,
8,Yrityksen tila,Rekisterissä,11.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.02.2021,
11,Yhteystiedot,,25.03.2020,
12,Postiosoite,c/o Salon Matkatoimisto Oy  Turuntie 6  24100  Salo  Suomi,,
13,Käyntiosoite,c/o Salon Matkatoimisto Oy  Asemakatu 8  24100  Salo  Suomi,,
14,Puhelin,"02-7316 316, 044-5433181",,
15,Sähköposti,info(a)salonmatkatoimisto.fi,,
16,Www,http://www.salonmatkatoimisto.fi,,
