,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Caxia Oy,31.03.2015,
1,Y-tunnus,2683582-3,,
2,Kotipaikka,Hämeenlinna,31.03.2015,
3,Yritysmuoto,Osakeyhtiö,31.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,31.03.2015,,
6,Viimeisin rekisteröintiajankohta,01.06.2022,01.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,31.03.2015,,
8,Yrityksen tila,Rekisterissä,31.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.08.2019,
11,Yhteystiedot,,11.07.2018,
12,Postiosoite,Sibeliuksenkatu 8 B 1  13100  Hämeenlinna  Suomi,,
13,Käyntiosoite,Sibeliuksenkatu 8 B 1  13100  Hämeenlinna  Suomi,,
14,Puhelin,"040 5057303, 040 5057303",,
15,Sähköposti,timo.caven(a)caxia.fi,,
