,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suonenjoen Autosähkö Oy,18.11.2015,
1,Y-tunnus,2720088-9,,
2,Kotipaikka,Suonenjoki,18.11.2015,
3,Yritysmuoto,Osakeyhtiö,18.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.11.2015,,
6,Viimeisin rekisteröintiajankohta,07.02.2023,07.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,18.11.2015,,
8,Yrityksen tila,Rekisterissä,18.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.08.2021,
11,Yhteystiedot,,10.12.2015,
12,Postiosoite,Yrittäjänkatu 2  77600  Suonenjoki  Suomi,,
13,Puhelin,015-510110,,
14,Sähköposti,suonenjoen.autosahko(a)autofit.fi,,
