,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Haapajärven Pajuperänkankaan Tuulivoima Oy,29.01.2016,
1,Y-tunnus,2739050-4,,
2,Kotipaikka,Haapajärvi,29.01.2016,
3,Yritysmuoto,Osakeyhtiö,29.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2016,,
6,Viimeisin rekisteröintiajankohta,26.04.2023,26.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2016,,
8,Yrityksen tila,Rekisterissä,29.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.12.2019,
11,Yhteystiedot,,12.08.2021,
12,Postiosoite,Itämerentori 2  00180  Helsinki  Suomi,,
13,Käyntiosoite,Itämerentori 2  00180  Helsinki  Suomi,,
14,Puhelin,050 3656724,,
15,Sähköposti,info(a)abo-wind.fi,,
16,Www,http://abo-wind.fi,,
