,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Staratek Oy,25.06.2015,
1,Y-tunnus,2697704-7,,
2,Kotipaikka,Vantaa,25.06.2015,
3,Yritysmuoto,Osakeyhtiö,25.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.06.2015,,
6,Viimeisin rekisteröintiajankohta,18.06.2022,18.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.06.2015,,
8,Yrityksen tila,Rekisterissä,25.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.08.2020,
11,Yhteystiedot,,23.02.2018,
12,Postiosoite,Nihtisalontie 22 A  02630  Espoo  Suomi,,
13,Käyntiosoite,Nihtisalontie 22 A  02630  Espoo  Suomi,,
14,Puhelin,"0400526739, 0400526739",,
15,Www,http://staratek.fi,,
