,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lämpömirkku Oy,07.07.2015,
1,Y-tunnus,2697910-6,,
2,Kotipaikka,Kangasala,07.07.2015,
3,Yritysmuoto,Osakeyhtiö,07.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.07.2015,,
6,Viimeisin rekisteröintiajankohta,03.05.2022,03.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,07.07.2015,,
8,Yrityksen tila,Rekisterissä,07.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.06.2020,
11,Yhteystiedot,,24.06.2015,
12,Postiosoite,c/o Maarakennus T. Haavisto Oy  Putkimiehentie 5  36100  Kangasala As  Suomi,,
13,Puhelin,0409022752,,
