,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Zapflow Oy,28.12.2015,
1,Y-tunnus,2689962-4,,
2,Kotipaikka,Helsinki,20.05.2015,
3,Yritysmuoto,Osakeyhtiö,20.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.05.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.05.2015,,
8,Yrityksen tila,Rekisterissä,20.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.04.2022,
11,Yhteystiedot,,05.01.2023,
12,Postiosoite,c/o A Grid  PL 13300  00076  AALTO  Suomi,,
13,Käyntiosoite,Otakaari 7  02150  Espoo  Suomi,,
14,Www,http://www.zapflow.com,,
