,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Taksi-Väisänen Oy,03.03.2015,
1,Y-tunnus,2677145-2,,
2,Kotipaikka,Jyväskylä,03.03.2015,
3,Yritysmuoto,Osakeyhtiö,03.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.03.2015,,
6,Viimeisin rekisteröintiajankohta,12.06.2021,12.06.2021,
7,Yrityksen tiedot järjestelmässä alkaen,03.03.2015,,
8,Yrityksen tila,Rekisterissä,03.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,07.09.2018,
12,Postiosoite,Oksatie 3  41160  Tikkakoski  Suomi,,
13,Käyntiosoite,Oksatie 3  41160  Tikkakoski  Suomi,,
14,Puhelin,0500-542218,,
15,Sähköposti,tuomo(a)taksivaisanen.com,,
