,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MEDAOL OY,19.03.2015,
1,Y-tunnus,2678984-7,,
2,Kotipaikka,Kotka,19.03.2015,
3,Yritysmuoto,Osakeyhtiö,19.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.03.2015,,
6,Viimeisin rekisteröintiajankohta,28.07.2022,28.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.03.2015,,
8,Yrityksen tila,Rekisterissä,19.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.07.2020,
11,Yhteystiedot,,04.11.2019,
12,Postiosoite,c/o KOTKA  KIRKKOKATU 2 T 7  48100  Kotka  Suomi,,
13,Käyntiosoite,c/o KOTKA  KIRKKOKATU 2 T 7  48100  Kotka  Suomi,,
14,Puhelin,0453115697,,
15,Sähköposti,kymenviisumit(a)gmail.com,,
