,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fenelinn Oy,29.01.2015,
1,Y-tunnus,2664742-7,,
2,Kotipaikka,Helsinki,29.01.2015,
3,Yritysmuoto,Osakeyhtiö,29.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2015,,
6,Viimeisin rekisteröintiajankohta,29.08.2022,29.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2015,,
8,Yrityksen tila,Rekisterissä,29.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,08.11.2021,
11,Yhteystiedot,,13.11.2018,
12,Postiosoite,c/o Helsinki  Selkämerenkatu 13 A 3  00180  Helsinki  Suomi,,
