,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suzukikoulu Oktaavia OY,19.09.2016,
1,Y-tunnus,2701261-8,,
2,Kotipaikka,Oulu,19.09.2016,
3,Yritysmuoto,Osakeyhtiö,19.09.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.07.2015,,
6,Viimeisin rekisteröintiajankohta,10.01.2023,10.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.07.2015,,
8,Yrityksen tila,Rekisterissä,29.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,09.09.2016,
12,Postiosoite,Metsänhoitajantie 1 B 32  90420  Oulu  Suomi,,
13,Puhelin,040-5063394,,
14,Sähköposti,greta.hovipietila(a)oktaavia.fi,,
15,Www,http://www.oktaavia.fi,,
