,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NAD Consulting Oy,29.01.2016,
1,Y-tunnus,2738525-4,,
2,Kotipaikka,Espoo,29.01.2016,
3,Yritysmuoto,Osakeyhtiö,29.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2016,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.01.2016,,
8,Yrityksen tila,Rekisterissä,29.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.06.2020,
11,Yhteystiedot,,21.01.2016,
12,Postiosoite,Taavinsuo 4 C  02180  Espoo  Suomi,,
13,Käyntiosoite,Taavinsuo 4 C  02180  Espoo  Suomi,,
