,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Wikberg Finance Oy,12.01.2016,
1,Y-tunnus,2734355-6,,
2,Kotipaikka,Helsinki,12.01.2016,
3,Yritysmuoto,Osakeyhtiö,12.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.01.2016,,
6,Viimeisin rekisteröintiajankohta,22.07.2022,22.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.01.2016,,
8,Yrityksen tila,Rekisterissä,12.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,26.07.2022,
12,Postiosoite,Oksasenkatu 6 A 33  00100  Helsinki  Suomi,,
13,Käyntiosoite,Oksasenkatu 6 A 33  00100  Helsinki  Suomi,,
14,Puhelin,"+358407145602, +358407145602",,
15,Www,http://wikbergfinance.com,,
