,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Tuusulan Sarvivälkkeentie 8,11.05.2015,
1,Y-tunnus,2688287-3,,
2,Kotipaikka,Tuusula,11.05.2015,
3,Yritysmuoto,Osakeyhtiö,11.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.05.2015,,
6,Viimeisin rekisteröintiajankohta,11.05.2015,11.05.2015,
7,Yrityksen tiedot järjestelmässä alkaen,11.05.2015,,
8,Yrityksen tila,Rekisterissä,11.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.11.2022,
12,Postiosoite,c/o Tilipalvelu Metermes  Hirvikatu 18  04430  Järvenpää  Suomi,,
