,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Erikoisinfra Oy,21.01.2015,
1,Y-tunnus,2664731-2,,
2,Kotipaikka,Pirkkala,21.01.2015,
3,Yritysmuoto,Osakeyhtiö,21.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.01.2015,,
6,Viimeisin rekisteröintiajankohta,03.06.2022,03.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.01.2015,,
8,Yrityksen tila,Rekisterissä,21.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.06.2022,
11,Yhteystiedot,,21.01.2021,
12,Postiosoite,Teollisuustie 1 A 13  33470  Ylöjärvi  Suomi,,
13,Käyntiosoite,Teollisuustie 1 A 13  33470  Ylöjärvi  Suomi,,
14,Puhelin,0504420203,,
15,Sähköposti,sami.makinen(a)erikoisinfra.fi,,
16,Www,http://www.erikoisinfra.fi,,
