,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,UB Nordic Forest Fund II Management Oy,22.06.2015,
1,Y-tunnus,2694955-6,,
2,Kotipaikka,Helsinki,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,15.04.2022,15.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.08.2019,
11,Yhteystiedot,,11.09.2018,
12,Postiosoite,Aleksanterinkatu 21 A  00100  Helsinki  Suomi,,
13,Käyntiosoite,Aleksanterinkatu 21 A  00100  Helsinki  Suomi,,
14,Puhelin,0403593566,,
15,Sähköposti,info(a)nordicforest.fi,,
