,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Juwaco Oy,15.06.2015,
1,Y-tunnus,2692831-7,,
2,Kotipaikka,Pirkkala,15.06.2015,
3,Yritysmuoto,Osakeyhtiö,15.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.06.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,15.06.2015,,
8,Yrityksen tila,Rekisterissä,15.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,17.01.2022,
12,Postiosoite,c/o Juwaco oy  Vesalantie 8  33960  Pirkkala  Suomi,,
13,Käyntiosoite,c/o Juwaco oy  Vesalantie 8  33960  Pirkkala  Suomi,,
14,Puhelin,040 9603578,,
15,Sähköposti,info(a)juwaco.fi,,
16,Www,http://www.juwaco.fi,,
