,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nordic Street Lights Oy,11.02.2015,
1,Y-tunnus,2672422-6,,
2,Kotipaikka,Oulu,11.02.2015,
3,Yritysmuoto,Osakeyhtiö,11.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.02.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,11.02.2015,,
8,Yrityksen tila,Rekisterissä,11.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,05.11.2018,
12,Postiosoite,Takatie 6  90440  Kempele  Suomi,,
13,Käyntiosoite,Takatie 6  90440  Kempele  Suomi,,
14,Puhelin,0453523705,,
15,Sähköposti,asiakaspalvelu(a)superled.fi,,
16,Www,http://www.nordicstreetlights.fi,,
