,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oy Hammaspalvelu Hotti Ab,21.10.2015,
1,Y-tunnus,2715397-1,,
2,Kotipaikka,Vihti,21.10.2015,
3,Yritysmuoto,Osakeyhtiö,21.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.10.2015,,
6,Viimeisin rekisteröintiajankohta,04.06.2022,04.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.10.2015,,
8,Yrityksen tila,Rekisterissä,21.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,02.10.2015,
12,Postiosoite,Oksakuja 8  03100  Nummela  Suomi,,
13,Käyntiosoite,Oksakuja 8  03100  Nummela  Suomi,,
14,Puhelin,+358 50 354 1278,,
