,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ojutkangas Klinikka Oy,22.06.2015,
1,Y-tunnus,2687621-1,,
2,Kotipaikka,Helsinki,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,30.12.2022,30.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.12.2022,
11,Yhteystiedot,,23.04.2015,
12,Postiosoite,Pohjoinen Hesperiankatu 3 B 9  00260  Helsinki  Suomi,,
13,Käyntiosoite,Pohjoinen Hesperiankatu 3 B 9  00260  Helsinki  Suomi,,
14,Puhelin,0403542535,,
15,Sähköposti,tommi.simola(a)simfors.fi,,
16,Www,http://www.ojutkangasklinikka.fi,,
