,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,LogiSystems Oy,25.01.2016,
1,Y-tunnus,2735873-1,,
2,Kotipaikka,Turku,11.11.2020,
3,Yritysmuoto,Osakeyhtiö,25.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.01.2016,,
6,Viimeisin rekisteröintiajankohta,15.04.2023,15.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,25.01.2016,,
8,Yrityksen tila,Rekisterissä,25.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.03.2020,
11,Yhteystiedot,,23.10.2020,
12,Postiosoite,Veistämönaukio 1-3 B 43  20100  Turku  Suomi,,
13,Käyntiosoite,Veistämönaukio 1-3 B 43  20100  Turku  Suomi,,
14,Puhelin,"0306221591, 0440323448",,
15,Sähköposti,info(a)logisystems.fi,,
16,Www,http://www.logisystems.fi,,
