,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Merchant & Laine Oy,12.08.2020,
1,Y-tunnus,2699144-7,,
2,Kotipaikka,Turku,20.07.2015,
3,Yritysmuoto,Osakeyhtiö,20.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.07.2015,,
6,Viimeisin rekisteröintiajankohta,09.03.2023,09.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.07.2015,,
8,Yrityksen tila,Rekisterissä,20.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.04.2020,
11,Yhteystiedot,,14.08.2020,
12,Postiosoite,Kauppiaskatu 9a A 8  20100  Turku  Suomi,,
13,Käyntiosoite,Kauppiaskatu 9a A 8  20100  Turku  Suomi,,
14,Puhelin,"0103382440, 0405673544",,
15,Sähköposti,tiina.laine(a)perintojuristit.fi,,
