,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HKS-Urakointi Oy,23.01.2015,
1,Y-tunnus,2665566-2,,
2,Kotipaikka,Asikkala,23.01.2015,
3,Yritysmuoto,Osakeyhtiö,23.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.01.2015,,
6,Viimeisin rekisteröintiajankohta,16.03.2023,16.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,23.01.2015,,
8,Yrityksen tila,Rekisterissä,23.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.03.2023,
11,Yhteystiedot,,02.02.2021,
12,Postiosoite,Kangaskatu 18 C  15850  Lahti  Suomi,,
13,Käyntiosoite,Kangaskatu 18 C  15850  Lahti  Suomi,,
14,Puhelin,0405752459,,
15,Sähköposti,Niklas.hurri(a)hks-urakointi.fi,,
