,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jämsän Mittaus- ja Koneohjauspalvelu Oy,19.05.2015,
1,Y-tunnus,2688184-6,,
2,Kotipaikka,Jämsä,19.05.2015,
3,Yritysmuoto,Osakeyhtiö,19.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.05.2015,,
6,Viimeisin rekisteröintiajankohta,25.01.2019,25.01.2019,
7,Yrityksen tiedot järjestelmässä alkaen,19.05.2015,,
8,Yrityksen tila,Rekisterissä,19.05.2015,
9,Yrityksen tilanne,Konkurssissa,25.01.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,27.04.2015,
13,Postiosoite,Mäkirinne 1  42300  Jämsänkoski  Suomi,,
14,Käyntiosoite,Mäkirinne 1  42300  Jämsänkoski  Suomi,,
15,Puhelin,0400 542656,,
