,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Own Time Palvelut Oy,27.02.2015,
1,Y-tunnus,2674046-1,,
2,Kotipaikka,Tuusula,27.02.2015,
3,Yritysmuoto,Osakeyhtiö,27.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.02.2015,,
6,Viimeisin rekisteröintiajankohta,23.07.2021,23.07.2021,
7,Yrityksen tiedot järjestelmässä alkaen,27.02.2015,,
8,Yrityksen tila,Rekisterissä,27.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.06.2021,
11,Yhteystiedot,,18.10.2018,
12,Postiosoite,Ajomiehentie 7 A 10  04300  Tuusula  Suomi,,
13,Käyntiosoite,Ajomiehentie 7 A 10  04300  Tuusula  Suomi,,
14,Puhelin,"045 611 3520, 045 611 3520",,
