,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kattokolmikko Oy,26.02.2015,
1,Y-tunnus,2677550-9,,
2,Kotipaikka,Oulu,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,11.06.2022,11.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,27.04.2022,
12,Postiosoite,Punatulkuntie 15 A 1  90450  Kempele  Suomi,,
13,Käyntiosoite,Punatulkuntie 15 A 1  90450  Kempele  Suomi,,
