,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mummokone Oy,25.11.2015,
1,Y-tunnus,2718466-3,,
2,Kotipaikka,Espoo,25.11.2015,
3,Yritysmuoto,Osakeyhtiö,25.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.11.2015,,
6,Viimeisin rekisteröintiajankohta,22.04.2022,22.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.11.2015,,
8,Yrityksen tila,Rekisterissä,25.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,23.04.2023,
12,Postiosoite,c/o Janne Heikinheimo  Vanha Veistämöntie 91  67300  Kokkola  Suomi,,
13,Käyntiosoite,c/o Janne Heikinheimo  Vanha Veistämöntie 91  67300  Kokkola  Suomi,,
14,Puhelin,0442848082,,
15,Sähköposti,info(a)mummokone.fi,,
16,Www,http://www.mummokone.fi,,
