,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,FMP Services Ab,14.04.2015,
1,Y-tunnus,2685018-5,,
2,Kotipaikka,Raasepori,14.04.2015,
3,Yritysmuoto,Osakeyhtiö,14.04.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,14.04.2015,,
6,Viimeisin rekisteröintiajankohta,06.01.2023,06.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.04.2015,,
8,Yrityksen tila,Rekisterissä,14.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.11.2019,
11,Yhteystiedot,,02.05.2017,
12,Postiosoite,c/o Jörn Laxen  Rudolfsvägen 15 K 100  00870  Helsingfors  Suomi,,
13,Käyntiosoite,c/o Jörn Laxen  Rudolfsvägen 15 K 100  00870  Helsingfors  Suomi,,
14,Puhelin,050-3678609,,
15,Sähköposti,jorn.laxen(a)fmpservices.fi,,
16,Www,http://www.fmpservices.fi,,
