,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jade Advertising Model Agency Oy,13.01.2016,
1,Y-tunnus,2728108-4,,
2,Kotipaikka,Helsinki,13.01.2016,
3,Yritysmuoto,Osakeyhtiö,13.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.01.2016,,
6,Viimeisin rekisteröintiajankohta,03.05.2023,03.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,13.01.2016,,
8,Yrityksen tila,Rekisterissä,13.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.05.2021,
11,Yhteystiedot,,30.11.2015,
12,Postiosoite,Punavuorenkatu 4 M 19  00120  Helsinki  Suomi,,
13,Käyntiosoite,Punavuorenkatu 4 M 19  00120  Helsinki  Suomi,,
14,Puhelin,0453524445,,
15,Sähköposti,jatta(a)jademodel.fi,,
16,Www,http://www.jademodel.fi,,
