,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,BioYkkönen Oy,04.03.2016,
1,Y-tunnus,2737651-8,,
2,Kotipaikka,Rautalampi,04.03.2016,
3,Yritysmuoto,Osakeyhtiö,04.03.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2016,,
6,Viimeisin rekisteröintiajankohta,11.04.2023,11.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.03.2016,,
8,Yrityksen tila,Rekisterissä,04.03.2016,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,11.04.2023,
11,Yhteystiedot,,19.01.2016,
12,Postiosoite,Kerkonkoskentie 10  77700  Rautalampi  Suomi,,
13,Puhelin,0400 357800,,
