,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennustoimisto Ulf Friberg Oy,09.03.2015,
1,Y-tunnus,2677871-8,,
2,Kotipaikka,Espoo,09.03.2015,
3,Yritysmuoto,Osakeyhtiö,09.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.03.2015,,
6,Viimeisin rekisteröintiajankohta,19.11.2022,19.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,09.03.2015,,
8,Yrityksen tila,Rekisterissä,09.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,26.06.2020,
12,Postiosoite,Storramsjöntie 126  10250  Fagervik  Suomi,,
13,Käyntiosoite,storramsjöntie 126  10250  Fagervik  Suomi,,
14,Puhelin,0400 811670,,
