,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fabulous Finland Oy,08.12.2015,
1,Y-tunnus,2727120-6,,
2,Kotipaikka,Jyväskylä,08.12.2015,
3,Yritysmuoto,Osakeyhtiö,08.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.12.2015,,
6,Viimeisin rekisteröintiajankohta,08.10.2022,08.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.12.2015,,
8,Yrityksen tila,Rekisterissä,08.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,30.09.2021,
12,Postiosoite,c/o Fabulous Finland Oy  Kankurinkatu 2  33230  Tampere  Suomi,,
13,Käyntiosoite,Kankurinkatu 2  33230  Tampere  Suomi,,
14,Puhelin,"+358504674311, +358504674311",,
15,Sähköposti,vilja(a)ripsibar.fi,,
16,Www,http://www.fabulousfinland.fi,,
