,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KSB Design Oy,22.09.2015,
1,Y-tunnus,2711344-3,,
2,Kotipaikka,Tuusula,22.09.2015,
3,Yritysmuoto,Osakeyhtiö,22.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.09.2015,,
6,Viimeisin rekisteröintiajankohta,08.09.2021,08.09.2021,
7,Yrityksen tiedot järjestelmässä alkaen,22.09.2015,,
8,Yrityksen tila,Rekisterissä,22.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.07.2020,
11,Yhteystiedot,,12.03.2018,
12,Postiosoite,Vesitorninkatu 12  04410  Järvenpää  Suomi,,
13,Puhelin,045-1116193,,
