,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Liikennemediat Oy,21.08.2015,
1,Y-tunnus,2705508-7,,
2,Kotipaikka,Turku,21.08.2015,
3,Yritysmuoto,Osakeyhtiö,21.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.08.2015,,
6,Viimeisin rekisteröintiajankohta,04.04.2023,04.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.08.2015,,
8,Yrityksen tila,Rekisterissä,21.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.07.2020,
11,Yhteystiedot,,14.03.2022,
12,Postiosoite,Kutomotie 2  00380  Helsinki  Suomi,,
13,Käyntiosoite,Kutomotie 2  00380  Helsinki  Suomi,,
14,Puhelin,0103192040,,
15,Sähköposti,info(a)bussimainos.com,,
