,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pajapellon Huolto Oy,30.11.2015,
1,Y-tunnus,2722559-2,,
2,Kotipaikka,Hämeenlinna,30.11.2015,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Viimeisin rekisteröintiajankohta,13.05.2022,13.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
8,Yrityksen tila,Rekisterissä,30.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.07.2020,
11,Yhteystiedot,,12.07.2020,
12,Postiosoite,Pihtikuja 2-6 B 6  16900  Lammi  Suomi,,
13,Käyntiosoite,Paarmamäentie 13  16900  Lammi  Suomi,,
14,Puhelin,04577305147,,
15,Sähköposti,juha.arponen(a)wippies.com,,
