,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sun Green Oy,22.10.2015,
1,Y-tunnus,2715365-6,,
2,Kotipaikka,Tampere,22.10.2015,
3,Yritysmuoto,Osakeyhtiö,22.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.10.2015,,
6,Viimeisin rekisteröintiajankohta,29.03.2022,29.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.10.2015,,
8,Yrityksen tila,Rekisterissä,22.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,02.10.2015,
12,Postiosoite,Hatanpään valtatie 2 A  33100  Tampere  Suomi,,
13,Käyntiosoite,Hatanpään valtatie 2 A  33100  Tampere  Suomi,,
14,Puhelin,+358502247,,
