,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Farelma Oy,13.02.2015,
1,Y-tunnus,2669275-4,,
2,Kotipaikka,Pori,13.02.2015,
3,Yritysmuoto,Osakeyhtiö,13.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.02.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2022,04.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.02.2015,,
8,Yrityksen tila,Rekisterissä,13.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,09.07.2018,
12,Postiosoite,PL 18  28601  Pori  Suomi,,
13,Käyntiosoite,Metsämiehenkatu 2 G  28500  Pori  Suomi,,
14,Sähköposti,farelma.paivakoti(a)gmail.com,,
