,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jovirje Oy,04.06.2015,
1,Y-tunnus,2692972-3,,
2,Kotipaikka,Siilinjärvi,04.06.2015,
3,Yritysmuoto,Osakeyhtiö,04.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.06.2015,,
6,Viimeisin rekisteröintiajankohta,15.02.2022,15.02.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.06.2015,,
8,Yrityksen tila,Rekisterissä,04.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,27.05.2015,
12,Postiosoite,Säestäjäntie 3  71800  Siilinjärvi  Suomi,,
13,Käyntiosoite,Säestäjäntie 3  71800  Siilinjärvi  Suomi,,
14,Puhelin,0505052706,,
