,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rollopop Oy,10.09.2015,
1,Y-tunnus,2704292-1,,
2,Kotipaikka,Rovaniemi,10.09.2015,
3,Yritysmuoto,Osakeyhtiö,10.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.09.2015,,
6,Viimeisin rekisteröintiajankohta,15.09.2022,15.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.09.2015,,
8,Yrityksen tila,Rekisterissä,10.09.2015,
9,Yrityksen tilanne,Konkurssissa,02.12.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,12.08.2015,
13,Postiosoite,marjamatka 3  96500  Rovaniemi  Suomi,,
14,Puhelin,"0400696163, 0400696163",,
15,Sähköposti,petri(a)arcticevent.fi,,
16,Www,http://www.rollopop.fi,,
