,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hamnutsikten Ab,03.10.2019,
1,Y-tunnus,2732410-1,,
2,Kotipaikka,Geta,15.01.2016,
3,Yritysmuoto,Osakeyhtiö,15.01.2016,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,15.01.2016,,
6,Viimeisin rekisteröintiajankohta,30.01.2020,30.01.2020,
7,Yrityksen tiedot järjestelmässä alkaen,15.01.2016,,
8,Yrityksen tila,Rekisterissä,15.01.2016,
9,Yrityksen tilanne,Konkurssissa,30.01.2020,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,09.09.2019,
13,Postiosoite,Hamnutsikten Ab PB 1461 11674 Stockholm  Ruotsi,,
14,Sähköposti,axhamnutsikten(a)gmail.com,,
