,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vaasan Putkiasennus Oy,10.08.2015,
1,Y-tunnus,2703176-3,,
2,Kotipaikka,Vaasa,10.08.2015,
3,Yritysmuoto,Osakeyhtiö,10.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.08.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.08.2015,,
8,Yrityksen tila,Rekisterissä,10.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.04.2020,
11,Yhteystiedot,,08.01.2019,
12,Postiosoite,c/o Vaasa  Tammatie 6  65230  Vaasa  Suomi,,
13,Käyntiosoite,c/o Vaasa  Tammatie 6  65230  Vaasa  Suomi,,
14,Puhelin,+358505616879,,
15,Sähköposti,vaasanputkiasennus(a)gmail.com,,
16,Www,http://www.vaasanputkiasennus.fi,,
