,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VaihtoTalli Oy,11.12.2015,
1,Y-tunnus,2730238-3,,
2,Kotipaikka,Tyrnävä,11.12.2015,
3,Yritysmuoto,Osakeyhtiö,11.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.12.2015,,
6,Viimeisin rekisteröintiajankohta,25.08.2022,25.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.12.2015,,
8,Yrityksen tila,Rekisterissä,11.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.03.2020,
11,Yhteystiedot,,08.03.2018,
12,Postiosoite,c/o VaihtoTalli Oy  Mestarintie 2  91800  Tyrnävä  Suomi,,
13,Käyntiosoite,c/o VaihtoTalli Oy  Mestarintie 2  91800  Tyrnävä  Suomi,,
14,Puhelin,0456653158,,
15,Sähköposti,jani.heikka(a)vaihtotalli.com,,
16,Www,http://www.vaihtotalli.com,,
