,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakmecon Oy,19.03.2015,
1,Y-tunnus,2679132-2,,
2,Kotipaikka,Kurikka,19.03.2015,
3,Yritysmuoto,Osakeyhtiö,19.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.03.2015,,
6,Viimeisin rekisteröintiajankohta,30.11.2022,30.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.03.2015,,
8,Yrityksen tila,Rekisterissä,19.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.03.2020,
11,Yhteystiedot,,28.04.2021,
12,Postiosoite,Pajantie 24  60510  Hyllykallio  Suomi,,
13,Käyntiosoite,Pajantie 24  60510  Hyllykallio  Suomi,,
