,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ekvinus Oy,10.11.2015,
1,Y-tunnus,2720371-3,,
2,Kotipaikka,Helsinki,10.11.2015,
3,Yritysmuoto,Osakeyhtiö,10.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.11.2015,,
6,Viimeisin rekisteröintiajankohta,26.11.2022,26.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,10.11.2015,,
8,Yrityksen tila,Rekisterissä,10.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.12.2019,
11,Yhteystiedot,,26.10.2015,
12,Postiosoite,Viriänkuja 5  90240  Oulu  Suomi,,
13,Käyntiosoite,Viriänkuja 5  90240  Oulu  Suomi,,
