,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SK Crew Oy,27.05.2015,
1,Y-tunnus,2687119-7,,
2,Kotipaikka,Kuopio,27.05.2015,
3,Yritysmuoto,Osakeyhtiö,27.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.05.2015,,
6,Viimeisin rekisteröintiajankohta,02.06.2022,02.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.05.2015,,
8,Yrityksen tila,Rekisterissä,27.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.06.2020,
11,Yhteystiedot,,08.06.2021,
12,Postiosoite,Vuorikatu 40 A 2  70100  Kuopio  Suomi,,
13,Käyntiosoite,Vuorikatu 40 A 2  70100  Kuopio  Suomi,,
