,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuljetus Tapio Oy,30.09.2015,
1,Y-tunnus,2712782-9,,
2,Kotipaikka,Sastamala,30.09.2015,
3,Yritysmuoto,Osakeyhtiö,30.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.09.2015,,
6,Viimeisin rekisteröintiajankohta,25.03.2023,25.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.09.2015,,
8,Yrityksen tila,Rekisterissä,30.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.06.2020,
11,Yhteystiedot,,22.09.2015,
12,Postiosoite,Kiikostentie 243  38360  SASTAMALA  Suomi,,
13,Käyntiosoite,Kiikostentie 243  38360  SASTAMALA  Suomi,,
14,Puhelin,0400779611,,
