,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ohjelmapalvelu Härski.fi Oy,17.12.2015,
1,Y-tunnus,2730354-6,,
2,Kotipaikka,Lahti,17.12.2015,
3,Yritysmuoto,Osakeyhtiö,17.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.12.2015,,
6,Viimeisin rekisteröintiajankohta,07.10.2022,07.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.12.2015,,
8,Yrityksen tila,Rekisterissä,17.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.10.2019,
11,Yhteystiedot,,11.12.2015,
12,Postiosoite,Ollilantie 24  15160  Lahti  Suomi,,
13,Käyntiosoite,Ollilantie 24  15160  Lahti  Suomi,,
