,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuka Helsinki Oy,10.04.2015,
1,Y-tunnus,2682029-3,,
2,Kotipaikka,Helsinki,10.04.2015,
3,Yritysmuoto,Osakeyhtiö,10.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.04.2015,,
6,Viimeisin rekisteröintiajankohta,12.05.2020,12.05.2020,
7,Yrityksen tiedot järjestelmässä alkaen,10.04.2015,,
8,Yrityksen tila,Rekisterissä,10.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,24.04.2019,
12,Postiosoite,Lönnrotinkatu 19 A  00120  Helsinki  Suomi,,
13,Käyntiosoite,Lönnrotinkatu 19 A  00120  Helsinki  Suomi,,
14,Puhelin,"045 78768638, 045 78768638",,
15,Sähköposti,kukavaan(a)kuka.io,,
16,Www,http://www.kuka.io,,
