,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tohaus Oy,04.06.2015,
1,Y-tunnus,2666951-1,,
2,Kotipaikka,Laitila,04.06.2015,
3,Yritysmuoto,Osakeyhtiö,04.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.06.2015,,
6,Viimeisin rekisteröintiajankohta,09.11.2022,09.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.06.2015,,
8,Yrityksen tila,Rekisterissä,04.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,15.01.2015,
12,Postiosoite,Sytkorventie 15  23800  Laitila  Suomi,,
13,Käyntiosoite,Sytkorventie 15  23800  Laitila  Suomi,,
14,Puhelin,0505004478,,
