,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fast Beam Nordic Oy,14.01.2016,
1,Y-tunnus,2731834-2,,
2,Kotipaikka,Turku,14.01.2016,
3,Yritysmuoto,Osakeyhtiö,14.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.01.2016,,
6,Viimeisin rekisteröintiajankohta,30.03.2023,30.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,14.01.2016,,
8,Yrityksen tila,Rekisterissä,14.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,14.12.2015,
12,Postiosoite,Vaskikatu 5  20380  Turku  Suomi,,
