,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tarratex Oy,11.06.2015,
1,Y-tunnus,2695121-8,,
2,Kotipaikka,Mäntsälä,11.06.2015,
3,Yritysmuoto,Osakeyhtiö,11.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.06.2015,,
6,Viimeisin rekisteröintiajankohta,04.11.2022,04.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.06.2015,,
8,Yrityksen tila,Rekisterissä,11.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.01.2022,
11,Yhteystiedot,,08.06.2015,
12,Postiosoite,Honkastentie 16  04630  SÄÄKSJÄRVI  Suomi,,
13,Käyntiosoite,Honkastentie 16  04630  SÄÄKSJÄRVI  Suomi,,
14,Puhelin,0400803379,,
15,Sähköposti,lilatex(a)elisanet.fi,,
