,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KaiCell Fibers Oy,08.02.2016,
1,Y-tunnus,2737244-5,,
2,Kotipaikka,Kajaani,08.02.2016,
3,Yritysmuoto,Osakeyhtiö,08.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.02.2016,,
6,Viimeisin rekisteröintiajankohta,08.03.2023,08.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.02.2016,,
8,Yrityksen tila,Rekisterissä,08.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.03.2020,
11,Yhteystiedot,,18.01.2016,
12,Postiosoite,Kauppakatu 1  87100  Kajaani  Suomi,,
13,Käyntiosoite,Kauppakatu 1  87100  Kajaani  Suomi,,
14,Sähköposti,info(a)kaicellfibers.com,,
15,Www,http://www.kaicellfibers.com,,
