,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,T&S Solutions Oy,21.10.2015,
1,Y-tunnus,2717803-6,,
2,Kotipaikka,Oulu,21.10.2015,
3,Yritysmuoto,Osakeyhtiö,21.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.10.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.10.2015,,
8,Yrityksen tila,Rekisterissä,21.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,31.03.2021,
11,Yhteystiedot,,25.09.2019,
12,Postiosoite,Mannenkatu 6 A  90130  Oulu  Suomi,,
13,Käyntiosoite,Mannenkatu 6 A  90130  Oulu  Suomi,,
