,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CT TOP Oy,18.05.2015,
1,Y-tunnus,2687813-7,,
2,Kotipaikka,Oulu,18.05.2015,
3,Yritysmuoto,Osakeyhtiö,18.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.05.2015,,
6,Viimeisin rekisteröintiajankohta,20.07.2022,20.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,18.05.2015,,
8,Yrityksen tila,Rekisterissä,18.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,14.03.2023,
12,Postiosoite,Veistämötie 6 B 3  90620  Oulu  Suomi,,
13,Käyntiosoite,Veistämötie 6 B 3  90620  Oulu  Suomi,,
14,Puhelin,050 5217 124,,
