,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Star Ace Limited Oy,13.05.2015,
1,Y-tunnus,2685348-2,,
2,Kotipaikka,Helsinki,13.05.2015,
3,Yritysmuoto,Osakeyhtiö,13.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.05.2015,,
6,Viimeisin rekisteröintiajankohta,09.02.2021,09.02.2021,
7,Yrityksen tiedot järjestelmässä alkaen,13.05.2015,,
8,Yrityksen tila,Rekisterissä,13.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,22.04.2022,
12,Käyntiosoite,Peltokatu 31  33100  Tampere  Suomi,,
