,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Punkaharjun Luontomatkailu Oy,27.01.2016,
1,Y-tunnus,2733567-9,,
2,Kotipaikka,Savonlinna,27.01.2016,
3,Yritysmuoto,Osakeyhtiö,27.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2016,,
6,Viimeisin rekisteröintiajankohta,25.04.2023,25.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2016,,
8,Yrityksen tila,Rekisterissä,27.01.2016,
9,Yrityksen tilanne,Konkurssissa,25.04.2023,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
11,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
12,Yhteystiedot,,24.10.2016,
13,Postiosoite,c/o Punkaharjun Luontomatkailu Oy  Punkaharjun harjutie 596  58450  Punkaharju  Suomi,,
14,Käyntiosoite,c/o Hotelli Punkaharju  Punkaharjun harjutie 596  58450  Punkaharju  Suomi,,
15,Puhelin,"015 511 311, 040 7680674",,
16,Sähköposti,welcome(a)hotellipunkaharju.fi,,
17,Www,http://www.hotellipunkaharju.fi,,
